Movie_Title,Time,Genre,Directors,Writers,Actors,Metascore,User_Rating,Number_of_Ratings,Budget,Box_Office_US,Box_Office_World,MPAA,Date
Runaway Bride,116,Comedy; Romance,30-Jul-99,Josann McGibbon; Sara Parriott,Julia Roberts; Richard Gere; Joan Cusack,39/100,5.2,"49,993","$70,000,000 ","$152,149,590 ","$9,700,000 ",PG,30-Jul-99
eXistenZ,97,Sci-Fi,23-Apr-99,David Cronenberg,Jennifer Jason Leigh; Jude Law; Ian Holm,68/100,6.8,"55,118",,"$2,840,417 ",,R,23-Apr-99
Analyze This,103,Comedy; Crime,5-Mar-99,Kenneth Lonergan; Peter Tolan,Robert De Niro; Billy Crystal; Lisa Kudrow,61/100,6.6,"88,738","$30,000,000 ","$106,694,016 ","$35,000,000 ",R,5-Mar-99
Drop Dead Gorgeous,97,Comedy,23-Jul-99,Lona Williams,Kirsten Dunst; Ellen Barkin; Allison Janney,28/100,6.3,"21,324","$10,000,000 ","$10,561,238 ",,PG-13,23-Jul-99
Stir of Echoes,99,Thriller; Horror; Mystery,10-Sep-99,Richard Matheson; David Koepp,Zachary David Cope; Kevin Bacon; Kathryn Erbe,67/100,7,"45,222","$12,000,000 ","$21,133,087 ",,R,10-Sep-99
Go,102,Comedy; Crime; Thriller,9-Apr-99,John August,Sarah Polley; Scott Wolf; Jay Mohr,72/100,7.2,"48,178","$6,500,000 ","$16,842,303 ",,R,9-Apr-99
All About My Mother,101,Drama,16-Apr-99,Pedro Almodvar,Cecilia Roth; Marisa Paredes; Candela Pea,87/100,7.8,"49,397",,"$8,264,530 ",,R,16-Apr-99
Bicentennial Man,132,Drama; Family; Fantasy,17-Dec-99,Isaac Asimov; Isaac Asimov,Robin Williams; Embeth Davidtz; Sam Neill,42/100,6.5,"52,965","$100,000,000 ","$58,220,776 ","$93,700,000 ",PG,17-Dec-99
Message in a Bottle,131,Drama; Romance,12-Feb-99,Nicholas Sparks; Gerald Di Pego,Kevin Costner; Robin Wright; Paul Newman,39/100,5.8,"19,916","$80,000,000 ","$52,799,004 ","$51,100,000 ",PG-13,12-Feb-99
The General's Daughter,116,Crime; Drama; Mystery,18-Jun-99,Nelson DeMille; Christopher Bertolini,John Travolta; Madeleine Stowe; James Cromwell,47/100,6.1,"31,103","$60,000,000 ","$102,678,089 ",,R,18-Jun-99
Blue Streak,93,Action; Comedy; Crime,17-Sep-99,Michael Berry; John Blumenthal,Martin Lawrence; Luke Wilson; Peter Greene,46/100,6,"42,151","$65,000,000 ","$68,518,533 ","$117,758,500 ",PG-13,17-Sep-99
The Messenger: The Story of Joan of Arc,148,Adventure; Biography; Drama,12-Nov-99,Andrew Birkin; Luc Besson,Rab Affleck; Stphane Algoud; Milla Jovovich,54/100,6.3,"41,523",,"$14,276,317 ","$52,700,000 ",R,12-Nov-99
A Midsummer Night's Dream,116,Comedy; Fantasy; Romance,14-May-99,William Shakespeare; Michael Hoffman,Kevin Kline; Michelle Pfeiffer; Rupert Everett,61/100,6.3,"16,516",,"$16,071,990 ",,PG-13,14-May-99
Election,103,Comedy; Drama,7-May-99,Tom Perrotta; Alexander Payne,Matthew Broderick; Reese Witherspoon; Chris Klein,83/100,7.3,"54,793","$8,000,000 ","$14,879,556 ",,R,7-May-99
House on Haunted Hill,93,Horror; Mystery; Thriller,29-Oct-99,Robb White; Dick Beebe,Geoffrey Rush; Famke Janssen; Taye Diggs,28/100,5.4,"33,954","$19,000,000 ","$40,846,082 ",,R,29-Oct-99
But I'm a Cheerleader,85,Comedy; Drama,16-Nov-00,Brian Wayne Peterson; Jamie Babbit,Natasha Lyonne; Michelle Williams; Brandt Wille,39/100,6.2,"13,862","$1,200,000 ","$2,199,853 ","$389,589 ",R,16-Nov-00
The Astronaut's Wife,109,Drama; Sci-Fi; Thriller,27-Aug-99,Rand Ravich,Johnny Depp; Charlize Theron; Joe Morton,37/100,5.1,"33,177","$75,000,000 ","$10,654,581 ",,R,27-Aug-99
Drive Me Crazy,91,Comedy; Drama; Romance,1-Oct-99,Todd Strasser; Rob Thomas,Melissa Joan Hart; Adrian Grenier; Stephen Collins,42/100,5.2,"9,856","$8,000,000 ","$17,843,379 ","$4,748,072 ",PG-13,1-Oct-99
Stigmata,103,Horror; Thriller,10-Sep-99,Tom Lazarus; Tom Lazarus,Patricia Arquette; Gabriel Byrne; Jonathan Pryce,28/100,6,"41,874","$32,000,000 ","$50,041,732 ",,R,10-Sep-99
For Love of the Game,137,Drama; Romance; Sport,17-Sep-99,Michael Shaara; Dana Stevens,Kevin Costner; Kelly Preston; John C. Reilly,43/100,6.3,"19,001","$80,000,000 ","$35,168,395 ",,PG-13,17-Sep-99
Ghost Dog: The Way of the Samurai,116,Action; Crime; Drama,6-Oct-99,Jim Jarmusch,Forest Whitaker; John Tormey; Cliff Gorman,67/100,7.5,"51,289",,"$3,300,230 ","$9,380,473 ",R,6-Oct-99
Idle Hands,92,Comedy; Horror; Thriller,30-Apr-99,Terri Hughes; Ron Milbauer,Devon Sawa; Seth Green; Elden Henson,31/100,6,"25,152","$20,000,000 ","$4,002,955 ",,R,30-Apr-99
Brokedown Palace,100,Drama; Mystery; Thriller,13-Aug-99,Adam Fields; David Arata,Claire Danes; Kate Beckinsale; Bill Pullman,44/100,6.2,"14,138","$25,000,000 ","$10,114,315 ",,PG-13,13-Aug-99
Lake Placid,82,Action; Comedy; Horror,16-Jul-99,David E. Kelley,Bill Pullman; Bridget Fonda; Oliver Platt,33/100,5.5,"28,900","$27,000,000 ","$31,768,374 ","$25,100,000 ",R,16-Jul-99
Superstar,81,Comedy,8-Oct-99,Molly Shannon; Steve Koren,Molly Shannon; Will Ferrell; Elaine Hendrix,42/100,4.6,"11,012","$14,000,000 ","$30,628,981 ",,PG-13,8-Oct-99
Detroit Rock City,95,Comedy; Music,13-Aug-99,Carl V. Dupr,Giuseppe Andrews; James DeBello; Edward Furlong,33/100,6.6,"22,818","$15,000,000 ","$4,193,025 ",,R,13-Aug-99
Fantasia/2000,74,Animation; Family; Fantasy,31-Dec-99,Eric Goldberg; Hans Christian Andersen,Leopold Stokowski; Ralph Grierson; Steve Martin,59/100,7.1,"18,132","$80,000,000 ","$60,507,228 ","$90,874,570 ",G,31-Dec-99
Jawbreaker,87,Comedy; Crime,19-Feb-99,Darren Stein,Rose McGowan; Rebecca Gayheart; Julie Benz,22/100,5,"12,474",,"$3,071,947 ",,R,19-Feb-99
Mansfield Park,112,Comedy; Drama; Romance,19-Nov-99,Jane Austen; Patricia Rozema,Hannah Taylor Gordon; Frances O'Connor; Jonny Lee Miller,71/100,7,"9,821",,"$4,764,741 ",,PG-13,19-Nov-99
Human Traffic,99,Comedy; Drama; Music,5-May-00,Justin Kerrigan,John Simm; Lorraine Pilkington; Shaun Parkes,53/100,6.7,"13,917",,"$104,257 ",,R,5-May-00
Summer of Sam,142,Crime; Drama; Romance,2-Jul-99,Victor Colicchio; Michael Imperioli,John Leguizamo; Adrien Brody; Mira Sorvino,67/100,6.6,"24,107","$22,000,000 ","$19,283,782 ",,R,2-Jul-99
Inspector Gadget,78,Action; Adventure; Comedy,23-Jul-99,Andy Heyward; Jean Chalopin,Matthew Broderick; Rupert Everett; Joely Fisher,36/100,3.9,"24,219","$75,000,000 ","$97,360,069 ","$6,100,000 ",PG,23-Jul-99
Ravenous,101,Thriller,19-Mar-99,Ted Griffin,Guy Pearce; Robert Carlyle; David Arquette,45/100,6.9,"21,100","$12,000,000 ","$2,060,953 ",,R,19-Mar-99
Bowfinger,97,Comedy,13-Aug-99,Steve Martin,Steve Martin; Eddie Murphy; Heather Graham,71/100,6.3,"44,139","$55,000,000 ","$66,365,290 ",,PG-13,13-Aug-99
The Best Man,120,Comedy; Drama,22-Oct-99,Malcolm D. Lee,Taye Diggs; Nia Long; Morris Chestnut,61/100,5.9,"3,513","$9,000,000 ","$34,074,895 ",,R,22-Oct-99
The Straight Story,112,Biography; Drama,3-Nov-99,John Roach; Mary Sweeney,Sissy Spacek; Jane Galloway Heitz; Joseph A. Carpenter,86/100,8,"47,897","$10,000,000 ","$6,197,866 ",,G,3-Nov-99
Gladiator,155,Action; Adventure; Drama,5-May-00,David Franzoni; David Franzoni,Russell Crowe; Joaquin Phoenix; Connie Nielsen,64/100,8.5,"529,284","$103,000,000 ","$187,670,866 ","$457,640,427 ",R,5-May-00
Memento,113,Mystery; Thriller,11-Oct-00,Christopher Nolan; Jonathan Nolan,Guy Pearce; Carrie-Anne Moss; Joe Pantoliano,80/100,8.6,"496,121","$9,000,000 ","$25,544,867 ","$39,723,096 ",R,11-Oct-00
Snatch.,102,Crime; Thriller,19-Jan-01,Guy Ritchie,Jason Statham; Brad Pitt; Benicio Del Toro,55/100,8.3,"345,354",,"$30,093,107 ",,R,19-Jan-01
Almost Famous,122,Drama; Music,13-Sep-00,Cameron Crowe,Billy Crudup; Frances McDormand; Kate Hudson,90/100,7.9,"142,738","$60,000,000 ","$32,522,352 ","$47,383,689 ",R,13-Sep-00
Requiem for a Dream,102,Drama,27-Oct-00,Hubert Selby Jr.; Hubert Selby Jr.,Ellen Burstyn; Jared Leto; Jennifer Connelly,68/100,8.4,"337,530","$4,500,000 ","$3,609,278 ","$3,754,626 ",R,27-Oct-00
American Psycho,102,Crime; Drama,14-Apr-00,Bret Easton Ellis; Mary Harron,Christian Bale; Justin Theroux; Josh Lucas,64/100,7.6,"206,943","$7,000,000 ","$15,070,285 ","$19,196,279 ",R,14-Apr-00
X-Men,104,Action; Adventure; Sci-Fi,14-Jul-00,Tom DeSanto; Bryan Singer,Patrick Stewart; Hugh Jackman; Ian McKellen,64/100,7.4,"240,514","$75,000,000 ","$157,299,717 ",,PG-13,14-Jul-00
Remember the Titans,113,Biography; Drama; Sport,29-Sep-00,Gregory Allen Howard,Denzel Washington; Will Patton; Wood Harris,48/100,7.6,"100,827","$30,000,000 ","$115,648,585 ",,PG,29-Sep-00
"O Brother, Where Art Thou?",106,Comedy; Adventure; Crime,22-Dec-00,Homer; Ethan Coen,George Clooney; John Turturro; Tim Blake Nelson,69/100,7.8,"148,376","$26,000,000 ","$45,506,619 ",,PG-13,22-Dec-00
Scary Movie,88,Comedy,7-Jul-00,Shawn Wayans; Marlon Wayans,Anna Faris; Jon Abrahams; Marlon Wayans,48/100,6.1,"123,254","$19,000,000 ","$156,997,084 ","$278,019,771 ",R,7-Jul-00
Cast Away,143,Adventure; Drama,22-Dec-00,William Broyles Jr.,Tom Hanks; Helen Hunt; Paul Sanchez,73/100,7.6,"225,263","$90,000,000 ","$233,630,478 ",,PG-13,22-Dec-00
Gone in Sixty Seconds,118,Action; Crime; Thriller,9-Jun-00,H.B. Halicki; Scott Rosenberg,Nicolas Cage; Angelina Jolie; Giovanni Ribisi,35/100,6.3,"143,801","$90,000,000 ","$101,643,008 ","$231,126,000 ",PG-13,9-Jun-00
The Patriot,165,Action; Drama; War,28-Jun-00,Robert Rodat,Mel Gibson; Heath Ledger; Joely Richardson,63/100,7,"136,403","$110,000,000 ","$113,330,342 ",,R,28-Jun-00
Malna,109,Comedy; Drama; Romance,27-Oct-00,Giuseppe Tornatore; Luciano Vincenzoni,Monica Bellucci; Giuseppe Sulfaro; Luciano Federico,54/100,7.4,"40,586",,"$3,429,045 ",,R,27-Oct-00
Bring It On,98,Comedy; Sport,25-Aug-00,Jessica Bendinger,Kirsten Dunst; Eliza Dushku; Jesse Bradford,52/100,5.8,"48,063","$10,000,000 ","$68,379,000 ","$90,449,929 ",PG-13,25-Aug-00
Pitch Black,109,Action; Sci-Fi; Thriller,18-Feb-00,Jim Wheat; Ken Wheat,Radha Mitchell; Cole Hauser; Vin Diesel,49/100,7.1,"119,733","$23,000,000 ","$39,240,659 ","$53,187,659 ",R,18-Feb-00
The Beach,119,Adventure; Drama; Romance,11-Feb-00,John Hodge; Alex Garland,Leonardo DiCaprio; Daniel York; Patcharawan Patarakijjanon,43/100,6.4,"104,867","$50,000,000 ","$39,778,599 ",,R,11-Feb-00
Unbreakable,106,Drama; Mystery; Sci-Fi,22-Nov-00,M. Night Shyamalan,Bruce Willis; Samuel L. Jackson; Robin Wright,62/100,7.2,"164,850","$75,000,000 ","$94,999,143 ","$249,511,339 ",PG-13,22-Nov-00
Road Trip,93,Adventure; Comedy,19-May-00,Todd Phillips; Scot Armstrong,Breckin Meyer; Seann William Scott; Amy Smart,55/100,6.4,"89,819","$15,600,000 ","$68,525,609 ",,R,19-May-00
How the Grinch Stole Christmas,104,Comedy; Family; Fantasy,17-Nov-00,Dr. Seuss; Jeffrey Price,Jim Carrey; Taylor Momsen; Jeffrey Tambor,46/100,5.8,"81,951","$123,000,000 ","$260,031,035 ",,PG,17-Nov-00
Traffic,147,Crime; Drama; Thriller,5-Jan-01,Simon Moore; Stephen Gaghan,Michael Douglas; Benicio Del Toro; Catherine Zeta-Jones,86/100,7.7,"128,544","$48,000,000 ","$124,107,476 ","$83,400,000 ",R,5-Jan-01
Mission: Impossible II,123,Action; Adventure; Thriller,24-May-00,Bruce Geller; Ronald D. Moore,Tom Cruise; Dougray Scott; Thandie Newton,60/100,5.9,"149,373","$125,000,000 ","$215,409,889 ","$546,388,105 ",PG-13,24-May-00
Coyote Ugly,100,Comedy; Drama; Romance,4-Aug-00,Gina Wendkos,Piper Perabo; Adam Garcia; John Goodman,27/100,5.4,"61,395","$45,000,000 ","$60,786,269 ","$40,774,230 ",PG-13,4-Aug-00
The Emperor's New Groove,78,Animation; Adventure; Comedy,15-Dec-00,Chris Williams; Mark Dindal,David Spade; John Goodman; Eartha Kitt,70/100,7.3,"67,130","$100,000,000 ","$89,296,573 ",,G,15-Dec-00
Battle Royale,114,Adventure; Drama; Thriller,16-Dec-00,Koushun Takami; Kenta Fukasaku,Tatsuya Fujiwara; Aki Maeda; Tar Yamamoto,81/100,7.8,"93,982","$4,500,000 ",,,,16-Dec-00
Chocolat,121,Drama; Romance,19-Jan-01,Joanne Harris; Robert Nelson Jacobs,Juliette Binoche; Judi Dench; Alfred Molina,64/100,7.3,"101,170","$25,000,000 ","$71,309,760 ","$152,699,946 ",PG-13,19-Jan-01
Meet the Parents,108,Comedy; Romance,6-Oct-00,Greg Glienna; Mary Ruth Clarke,Ben Stiller; Robert De Niro; Teri Polo,73/100,7,"170,257","$55,000,000 ","$166,244,045 ","$330,444,045 ",PG-13,6-Oct-00
"Crouching Tiger, Hidden Dragon",120,Action; Adventure; Drama,22-Dec-00,Du Lu Wang; Hui-Ling Wang,Yun-Fat Chow; Michelle Yeoh; Ziyi Zhang,93/100,7.9,"163,406","$15,000,000 ","$128,067,808 ",,PG-13,22-Dec-00
Charlie's Angels,98,Action; Adventure; Comedy,3-Nov-00,Ryan Rowe; Ed Solomon,Cameron Diaz; Drew Barrymore; Lucy Liu,52/100,5.5,"101,912","$92,000,000 ","$125,305,545 ","$264,105,545 ",PG-13,3-Nov-00
Amores Perros,154,Drama; Thriller,16-Jun-00,Guillermo Arriaga,Emilio Echevarra; Gael Garca Bernal; Goya Toledo,83/100,8.1,"108,494","$2,000,000 ","$5,383,834 ",,R,16-Jun-00
Final Destination,98,Horror,17-Mar-00,Glen Morgan; James Wong,Devon Sawa; Ali Larter; Kerr Smith,36/100,6.7,"113,309","$23,000,000 ","$53,302,314 ",,R,17-Mar-00
Miss Congeniality,109,Action; Comedy; Crime,22-Dec-00,Marc Lawrence; Katie Ford,Sandra Bullock; Michael Caine; Benjamin Bratt,43/100,6,"80,900","$45,000,000 ","$106,807,667 ","$212,742,720 ",PG-13,22-Dec-00
High Fidelity,113,Comedy; Drama; Music,31-Mar-00,Nick Hornby; D.V. DeVincentis,John Cusack; Iben Hjejle; Todd Louiso,79/100,7.6,"102,347","$20,000,000 ","$27,277,055 ",,R,31-Mar-00
"Me, Myself &amp; Irene",116,Comedy,23-Jun-00,Peter Farrelly; Mike Cerrone,Jim Carrey; Rene Zellweger; Anthony Anderson,49/100,6.4,"123,381","$51,000,000 ","$90,567,722 ",,R,23-Jun-00
In the Mood for Love,98,Drama; Romance,29-Sep-00,Kar Wai Wong,Tony Leung Chiu Wai; Maggie Cheung; Ping Lam Siu,85/100,8,"43,791",,"$2,734,044 ",,PG,29-Sep-00
Erin Brockovich,131,Biography; Drama,17-Mar-00,Susannah Grant,Julia Roberts; Albert Finney; David Brisbin,73/100,7.2,"90,498","$52,000,000 ","$125,548,685 ","$256,271,286 ",R,17-Mar-00
What Women Want,127,Comedy; Fantasy; Romance,15-Dec-00,Josh Goldsmith; Cathy Yuspa,Mel Gibson; Helen Hunt; Marisa Tomei,47/100,6.3,"105,165","$70,000,000 ","$182,805,123 ","$374,111,707 ",PG-13,15-Dec-00
Billy Elliot,110,Comedy; Drama; Music,29-Sep-00,Lee Hall,Jamie Bell; Julie Walters; Jean Heywood,74/100,7.6,"66,882","$5,000,000 ","$21,994,911 ","$109,280,263 ",PG-13,29-Sep-00
Pay It Forward,123,Drama,20-Oct-00,Catherine Ryan Hyde; Leslie Dixon,Kevin Spacey; Haley Joel Osment; Helen Hunt,40/100,6.9,"65,811","$40,000,000 ","$33,508,922 ",,PG-13,20-Oct-00
The Perfect Storm,130,Action; Adventure; Drama,30-Jun-00,Sebastian Junger; William D. Wittliff,George Clooney; Mark Wahlberg; Diane Lane,59/100,6.3,"94,252","$140,000,000 ","$182,618,434 ","$143,138,203 ",PG-13,30-Jun-00
Men of Honor,129,Biography; Drama,10-Nov-00,Scott Marshall Smith,Cuba Gooding Jr.; Robert De Niro; Charlize Theron,56/100,6.9,"59,481","$32,000,000 ","$48,814,909 ",,R,10-Nov-00
Dracula 2000,99,Horror; Thriller,22-Dec-00,Joel Soisson; Patrick Lussier,Gerard Butler; Justine Waddell; Jonny Lee Miller,26/100,4.7,"20,565","$54,000,000 ","$33,000,377 ","$47,053,625 ",R,22-Dec-00
"Dude, Where's My Car?",83,Comedy; Mystery; Sci-Fi,15-Dec-00,Philip Stark,Ashton Kutcher; Seann William Scott; Jennifer Garner,30/100,5.3,"81,050","$13,000,000 ","$46,729,374 ",,PG-13,15-Dec-00
Little Nicky,90,Comedy; Fantasy,10-Nov-00,Tim Herlihy; Adam Sandler,Adam Sandler; Patricia Arquette; Harvey Keitel,38/100,5.1,"56,239","$80,000,000 ","$39,442,871 ",,PG-13,10-Nov-00
Chicken Run,84,Animation; Family; Comedy,21-Jun-00,Peter Lord; Nick Park,Mel Gibson; Julia Sawalha; Phil Daniels,88/100,7.1,"87,267","$42,000,000 ","$106,793,915 ",,G,21-Jun-00
The Gift,111,Crime; Drama; Fantasy,19-Jan-01,Billy Bob Thornton; Tom Epperson,Cate Blanchett; Katie Holmes; Keanu Reeves,62/100,6.6,"38,140","$10,000,000 ","$11,994,719 ","$44,567,606 ",R,19-Jan-01
U-571,116,Action; Drama; Thriller,21-Apr-00,Jonathan Mostow; Jonathan Mostow,Matthew McConaughey; Bill Paxton; Harvey Keitel,62/100,6.5,"47,788","$62,000,000 ","$77,086,030 ","$127,666,415 ",PG-13,21-Apr-00
The Replacements,118,Comedy; Sport,11-Aug-00,Vince McKewin,Keanu Reeves; Gene Hackman; Brooke Langton,30/100,6.3,"33,436","$50,000,000 ","$44,737,059 ","$50,054,511 ",PG-13,11-Aug-00
Bedazzled,93,Comedy; Fantasy,20-Oct-00,Peter Cook; Peter Cook,Brendan Fraser; Elizabeth Hurley; Frances O'Connor,49/100,5.8,"56,786","$48,000,000 ","$37,879,996 ","$90,383,208 ",PG-13,20-Oct-00
The Cell,107,Sci-Fi; Thriller,18-Aug-00,Mark Protosevich,Jennifer Lopez; Vince Vaughn; Vincent D'Onofrio,40/100,6.2,"57,904","$33,000,000 ","$61,280,963 ","$42,821,784 ",R,18-Aug-00
Dinosaur,82,Animation; Adventure; Family,19-May-00,Thom Enriquez; John Harrison,D.B. Sweeney; Julianna Margulies; Samuel E. Wright,56/100,6.3,"24,049","$127,500,000 ","$137,748,063 ","$354,248,063 ",PG,19-May-00
The Whole Nine Yards,98,Comedy; Crime,18-Feb-00,Mitchell Kapner,Bruce Willis; Matthew Perry; Rosanna Arquette,47/100,6.7,"66,354","$24,000,000 ","$57,262,492 ",,R,18-Feb-00
Vertical Limit,124,Action; Adventure; Thriller,8-Dec-00,Robert King; Robert King,Scott Glenn; Chris O'Donnell; Bill Paxton,48/100,5.7,"36,394","$75,000,000 ","$68,473,360 ",,PG-13,8-Dec-00
Sexy Beast,89,Crime; Drama,12-Jan-01,Louis Mellis; David Scinto,Ray Winstone; Ben Kingsley; Ian McShane,79/100,7.1,"29,466",,"$6,946,056 ","$3,099,621 ",R,12-Jan-01
Next Friday,98,Comedy,12-Jan-00,Ice Cube; DJ Pooh,Ice Cube; Mike Epps; Justin Pierce,41/100,5.6,"16,081","$9,500,000 ","$57,176,582 ",,R,12-Jan-00
What Lies Beneath,130,Drama; Horror; Mystery,21-Jul-00,Clark Gregg; Sarah Kernochan,Harrison Ford; Michelle Pfeiffer; Katharine Towne,51/100,6.5,"71,258","$90,000,000 ","$155,370,362 ","$94,002,283 ",PG-13,21-Jul-00
Best in Show,90,Comedy,1-Mar-01,Christopher Guest; Eugene Levy,Fred Willard; Eugene Levy; Catherine O'Hara,78/100,7.4,"34,673","$6,000,000 ","$18,621,249 ",,PG-13,1-Mar-01
Hollow Man,112,Action; Sci-Fi; Thriller,4-Aug-00,Gary Scott Thompson; Andrew W. Marlowe,Kevin Bacon; Elisabeth Shue; Josh Brolin,24/100,5.6,"73,794","$95,000,000 ","$73,209,340 ","$191,200,000 ",R,4-Aug-00
Titan A.E.,94,Animation; Action; Adventure,16-Jun-00,Hans Bauer; Randall McCormick,Matt Damon; Drew Barrymore; Bill Pullman,48/100,6.5,"38,065","$75,000,000 ","$22,751,979 ","$36,755,000 ",PG,16-Jun-00
Frequency,118,Crime; Drama; Sci-Fi,28-Apr-00,Toby Emmerich,Dennis Quaid; Jim Caviezel; Shawn Doyle,67/100,7.2,"57,523","$22,000,000 ","$44,983,704 ","$68,106,245 ",PG-13,28-Apr-00
Boys and Girls,94,Comedy; Romance; Drama,16-Jun-00,Andrew Lowery; Andrew Miller,Freddie Prinze Jr.; Claire Forlani; Brendon Ryan Barrett,29/100,5,"10,052","$16,000,000 ","$20,627,372 ","$4,050,963 ",PG-13,16-Jun-00
Boiler Room,120,Thriller; Drama; Crime,18-Feb-00,Ben Younger,Giovanni Ribisi; Vin Diesel; Nia Long,63/100,6.9,"30,235","$8,000,000 ","$16,938,179 ",,R,18-Feb-00
The Road to El Dorado,89,Animation; Adventure; Comedy,31-Mar-00,Terry Rossio; Ted Elliott,Kevin Kline; Kenneth Branagh; Rosie Perez,51/100,6.6,"27,972","$95,000,000 ","$50,802,661 ",,PG,31-Mar-00
Return to Me,115,Drama; Romance,7-Apr-00,Bonnie Hunt; Don Lake,David Duchovny; Minnie Driver; Carroll O'Connor,54/100,6.6,"12,601","$24,000,000 ","$32,662,299 ",,PG,7-Apr-00
Finding Forrester,136,Drama,12-Jan-01,Mike Rich,Sean Connery; Rob Brown; F. Murray Abraham,62/100,7.2,"55,877","$43,000,000 ","$51,768,623 ",,PG-13,12-Jan-01
28 Days,103,Comedy; Drama,14-Apr-00,Susannah Grant,Sandra Bullock; Viggo Mortensen; Dominic West,46/100,5.8,"24,419","$43,000,000 ","$37,035,515 ","$62,198,945 ",PG-13,14-Apr-00
Shanghai Noon,110,Action; Adventure; Comedy,26-May-00,Miles Millar; Alfred Gough,Jackie Chan; Owen Wilson; Lucy Liu,77/100,6.5,"62,826","$55,000,000 ","$56,932,305 ","$99,274,467 ",PG-13,26-May-00
Dancer in the Dark,140,Crime; Drama; Musical,6-Oct-00,Lars von Trier,Bjrk; Catherine Deneuve; David Morse,61/100,7.8,"54,188","$12,800,000 ","$4,184,036 ","$40,031,879 ",R,6-Oct-00
Shaft,99,Action; Crime; Thriller,16-Jun-00,Ernest Tidyman; John Singleton,Samuel L. Jackson; Vanessa Williams; Christian Bale,50/100,5.8,"44,116","$46,000,000 ","$70,334,258 ","$107,196,498 ",R,16-Jun-00
Love &amp; Basketball,124,Drama; Romance; Sport,21-Apr-00,Gina Prince-Bythewood,Sanaa Lathan; Omar Epps; Glenndon Chatman,70/100,6.8,"8,758","$15,000,000 ","$27,441,122 ",,PG-13,21-Apr-00
Space Cowboys,130,Action; Adventure; Thriller,4-Aug-00,Ken Kaufman; Howard Klausner,Clint Eastwood; Tommy Lee Jones; Donald Sutherland,73/100,6.3,"42,597","$65,000,000 ","$90,454,043 ",,PG-13,4-Aug-00
The Family Man,125,Comedy; Drama; Romance,22-Dec-00,David Diamond; David Weissman,Nicolas Cage; Ta Leoni; Don Cheadle,42/100,6.6,"60,815","$60,000,000 ","$75,764,085 ",,PG-13,22-Dec-00
The 6th Day,123,Action; Sci-Fi; Thriller,17-Nov-00,Cormac Wibberley; Marianne Wibberley,Arnold Schwarzenegger; Michael Rapaport; Tony Goldwyn,49/100,5.8,"69,411","$82,000,000 ","$34,543,701 ","$96,085,477 ",PG-13,17-Nov-00
Scream 3,116,Horror; Mystery,4-Feb-00,Kevin Williamson; Ehren Kruger,David Arquette; Neve Campbell; Courteney Cox,56/100,5.4,"66,105","$40,000,000 ","$89,138,076 ","$72,691,101 ",R,4-Feb-00
Romeo Must Die,115,Action; Crime; Thriller,22-Mar-00,Mitchell Kapner; Eric Bernt,Jet Li; Aaliyah; Isaiah Washington,52/100,5.9,"41,166","$25,000,000 ","$55,973,336 ",,R,22-Mar-00
The Legend of Bagger Vance,126,Drama; Fantasy; Sport,3-Nov-00,Steven Pressfield; Jeremy Leven,Will Smith; Matt Damon; Charlize Theron,47/100,6.5,"32,378","$60,000,000 ","$30,695,227 ",,PG-13,3-Nov-00
Thirteen Days,145,Drama; History; Thriller,12-Jan-01,David Self; Ernest R. May,Kevin Costner; Bruce Greenwood; Shawn Driscoll,67/100,7.2,"33,199","$80,000,000 ","$34,566,746 ",,PG-13,12-Jan-01
Center Stage,115,Drama; Music,12-May-00,Carol Heikkinen,Amanda Schull; Ethan Stiefel; Sascha Radetsky,52/100,6.3,"11,242","$18,000,000 ","$17,174,870 ",,PG-13,12-May-00
100 Girls,94,Comedy; Romance,1-Sep-00,Michael Davis,Jonathan Tucker; Emmanuelle Chriqui; James DeBello,,5.8,"14,622",,,,R,1-Sep-00
Mission to Mars,114,Adventure; Drama; Sci-Fi,10-Mar-00,Lowell Cannon; Jim Thomas,Tim Robbins; Gary Sinise; Don Cheadle,34/100,5.4,"44,999","$90,000,000 ","$60,874,615 ","$45,125,385 ",PG,10-Mar-00
Where the Heart Is,120,Comedy; Drama; Romance,28-Apr-00,Lowell Ganz; Babaloo Mandel,Natalie Portman; James Frain; Ashley Judd,30/100,6.5,"20,001","$15,000,000 ","$33,771,174 ",,PG-13,28-Apr-00
Battlefield Earth,118,Action; Sci-Fi,12-May-00,Corey Mandell; J.D. Shapiro,John Travolta; Forest Whitaker; Barry Pepper,9/100,2.4,"51,194","$44,000,000 ","$21,471,685 ","$8,253,978 ",PG-13,12-May-00
Chopper,94,Biography; Comedy; Crime,3-Aug-00,Mark Brandon Read; Andrew Dominik,Eric Bana; Simon Lyndon; David Field,65/100,7.1,"22,112",,"$234,259 ",,,3-Aug-00
Before Night Falls,133,Biography; Drama,26-Jan-01,Cunningham O'Keefe; Lzaro Gmez Carriles,Javier Bardem; Johnny Depp; Olatz Lpez Garmendia,85/100,7.1,"15,811",,"$4,221,817 ",,R,26-Jan-01
Red Planet,106,Sci-Fi; Action; Thriller,10-Nov-00,,,34/100,5.5,"34,091","$70,000,000 ","$17,480,890 ","$15,983,079 ",PG-13,10-Nov-00
