Movie_Title,Time,Genre,Directors,Writers,Actors,Metascore,User_Rating,Number_of_Ratings,Budget,Box_Office_US,MPAA,Date
Case 39,109,Horror; Mystery; Thriller,Tyler Perry,Ray Wright,Rene Zellweger; Ian McShane; Jodelle Ferland,25,6.1,35543,2.70E+07,1.32E+07,R,1-Oct-10
The Fourth Kind,98,Mystery; Sci-Fi; Thriller,Grant Heslov,Olatunde Osunsanmi; Olatunde Osunsanmi,Milla Jovovich; Elias Koteas; Will Patton,34,5.8,41397,1.00E+07,2.54E+07,PG-13,6-Nov-09
Underworld: Rise of the Lycans,92,Action; Adventure; Fantasy,Michael Spierig,Danny McBride; Dirk Blackman,Rhona Mitra; Michael Sheen; Bill Nighy,44,6.5,72518,3.50E+07,4.58E+07,R,23-Jan-09
Pirate Radio,116,Comedy; Drama; Music,Michael J. Bassett,Richard Curtis,Philip Seymour Hoffman; Bill Nighy; Nick Frost,58,7.4,60351,,7913976,R,13-Nov-09
An Education,100,Drama,Dennis Iliadis,Lynn Barber; Nick Hornby,Carey Mulligan; Peter Sarsgaard; Alfred Molina,85,7.3,74923,&#163;4500000,1.26E+07,PG-13,30-Oct-09
Daybreakers,98,Action; Drama; Horror,Spike Jonze,Michael Spierig; Peter Spierig,Ethan Hawke; Willem Dafoe; Sam Neill,57,6.5,71922,2.00E+07,3.00E+07,R,8-Jan-10
The Taking of Pelham 1 2 3,106,Action; Crime; Thriller,Vincenzo Natali,Brian Helgeland; John Godey,Denzel Washington; John Travolta; Luis Guzmn,55,6.4,91091,1.00E+08,6.52E+07,R,12-Jun-09
Chloe,96,Drama; Mystery; Thriller,Lee Daniels,Erin Cressida Wilson; Anne Fontaine,Julianne Moore; Amanda Seyfried; Liam Neeson,48,6.3,35130,1.10E+07,3074838,R,10-Mar-10
Drag Me to Hell,99,Horror; Thriller,Lars von Trier,Sam Raimi; Ivan Raimi,Alison Lohman; Justin Long; Ruth Livier,83,6.7,105431,3.00E+07,4.21E+07,PG-13,29-May-09
Splice,104,Horror; Sci-Fi,Atom Egoyan,Vincenzo Natali; Antoinette Terry Bryant,Adrien Brody; Sarah Polley; Delphine Chanac,66,5.9,53782,2.60E+07,1.70E+07,R,4-Jun-10
The Boondock Saints II: All Saints Day,118,Action; Comedy; Crime,Marcus Dunstan,Troy Duffy; Troy Duffy,Sean Patrick Flanery; Norman Reedus; Billy Connolly,24,6.3,36195,8000000,1.02E+07,R,22-May-10
Fired Up!,90,Comedy,Tony Scott,Will Gluck,Eric Christian Olsen; Nicholas D'Agosto; Sarah Roemer,31,6,25478,2.00E+07,1.72E+07,PG-13,20-Feb-09
It's Complicated,120,Comedy; Romance,Marcus Nispel,Nancy Meyers,Meryl Streep; Steve Martin; Alec Baldwin,57,6.6,46808,8.50E+07,1.13E+08,R,25-Dec-09
The Invention of Lying,100,Comedy; Fantasy; Romance,Rob Marshall,Ricky Gervais; Matthew Robinson,Ricky Gervais; Jennifer Garner; Jonah Hill,58,6.4,63022,1.85E+07,1.84E+07,PG-13,2-Oct-09
Precious,110,Drama,Jim Sheridan,Geoffrey Fletcher; Sapphire,Gabourey Sidibe; Mo'Nique; Paula Patton,79,7.4,54530,1.00E+07,4.74E+07,R,20-Nov-09
Ghosts of Girlfriends Past,100,Comedy; Fantasy; Romance,Troy Duffy,Jon Lucas; Scott Moore,Matthew McConaughey; Jennifer Garner; Emma Stone,34,5.7,40981,,5.22E+07,PG-13,1-May-09
A Perfect Getaway,98,Adventure; Mystery; Thriller,Miguel Arteta,David Twohy,Milla Jovovich; Steve Zahn; Timothy Olyphant,63,6.5,38235,1.40E+07,1.55E+07,R,7-Aug-09
Friday the 13th,97,Horror,Brad Silberling,Damian Shannon; Mark Swift,Jared Padalecki; Amanda Righetti; Derek Mears,34,5.5,49118,1.90E+07,6.50E+07,R,13-Feb-09
Brothers,105,Drama; Thriller; War,Hoyt Yeatman,David Benioff; Susanne Bier,Jake Gyllenhaal; Natalie Portman; Tobey Maguire,58,7.1,55096,2.60E+07,2.85E+07,R,4-Dec-09
Ninja Assassin,99,Action; Crime; Thriller,Ethan Coen,Matthew Sand; J. Michael Straczynski,Rain; Rick Yune; Naomie Harris,34,6.3,42041,4.00E+07,3.81E+07,R,25-Nov-09
Antichrist,108,Drama; Horror,George Tillman Jr.,Lars von Trier,Willem Dafoe; Charlotte Gainsbourg; Storm Acheche Sahlstrm,49,6.5,50672,1.10E+07,397070,,20-May-09
The Human Centipede (First Sequence),92,Horror; Thriller,Tom Ford,Tom Six,Dieter Laser; Ashley C. Williams; Ashlynn Yennie,33,4.6,33560,&#8364;1500000,181467,R,20-Aug-10
The Uninvited,87,Drama; Horror; Mystery,Oliver Parker,Craig Rosenberg; Doug Miro,Emily Browning; Arielle Kebbel; Elizabeth Banks,43,6.2,37622,,2.86E+07,PG-13,30-Jan-09
A Single Man,99,Drama,Richard Curtis,Christopher Isherwood; Tom Ford,Colin Firth; Julianne Moore; Matthew Goode,77,7.5,53511,7000000,9166863,R,17-Dec-09
The Girl Who Played with Fire,129,Crime; Drama; Mystery,Peter Cornwell,Jonas Frykberg; Stieg Larsson,Noomi Rapace; Michael Nyqvist; Lena Endre,66,7,45205,&#8364;4000000,6942564,R,18-Sep-09
Brooklyn's Finest,132,Crime; Drama; Thriller,David Twohy,Michael C. Martin,Richard Gere; Don Cheadle; Ethan Hawke,43,6.7,39154,2.50E+07,2.72E+07,R,5-Mar-10
Fish Tank,123,Drama,Tom Six,Andrea Arnold,Katie Jarvis; Michael Fassbender; Kierston Wareing,81,7.3,27976,,373060,,11-Sep-09
Red,111,Action; Comedy; Crime,Christopher Nolan,Jon Hoeber; Erich Hoeber,Bruce Willis; Helen Mirren; Morgan Freeman,61,7,131161,5.80E+07,9.04E+07,PG-13,15-Oct-10
Inception,148,Action; Adventure; Mystery,Pierre Coffin,Christopher Nolan,Leonardo DiCaprio; Joseph Gordon-Levitt; Ellen Page,74,8.8,737609,1.60E+08,2.93E+08,PG-13,16-Jul-10
Despicable Me,95,Animation; Comedy; Crime,Matthew Vaughn,Cinco Paul; Ken Daurio,Steve Carell; Jason Segel; Russell Brand,72,7.6,150657,6.90E+07,2.52E+08,PG,9-Jul-10
Iron Man 2,124,Action; Adventure; Sci-Fi,Tom McGrath,Justin Theroux; Stan Lee,Robert Downey Jr.; Mickey Rourke; Gwyneth Paltrow,57,7.1,246667,2.00E+08,3.12E+08,PG-13,7-May-10
Kick-Ass,117,Action; Comedy; Crime,Paul Haggis,Jane Goldman; Matthew Vaughn,Aaron Taylor-Johnson; Nicolas Cage; Chlo Grace Moretz,66,7.8,253759,3.00E+07,4.80E+07,R,16-Apr-10
The Social Network,120,Biography; Drama,Phillip Noyce,Aaron Sorkin; Ben Mezrich,Jesse Eisenberg; Andrew Garfield; Justin Timberlake,95,7.9,274509,4.00E+07,9.69E+07,PG-13,1-Oct-10
Easy A,92,Comedy; Romance,Darren Aronofsky,Bert V. Royal,Emma Stone; Amanda Bynes; Penn Badgley,72,7.1,140242,8000000,5.84E+07,PG-13,17-Sep-10
Black Swan,108,Drama; Mystery; Thriller,David O. Russell,Mark Heyman; Andres Heinz,Natalie Portman; Mila Kunis; Vincent Cassel,79,8.1,328243,1.30E+07,1.07E+08,R,17-Dec-10
Shutter Island,138,Mystery; Thriller,Dennis Dugan,Laeta Kalogridis; Dennis Lehane,Leonardo DiCaprio; Emily Mortimer; Mark Ruffalo,63,8,373424,8.00E+07,1.28E+08,R,19-Feb-10
Percy Jackson &amp; the Olympians: The Lightning Thief,118,Adventure; Family; Fantasy,Robert Schwentke,Craig Titley; Rick Riordan,Logan Lerman; Kevin McKidd; Steve Coogan,47,5.8,71008,9.50E+07,8.88E+07,PG,12-Feb-10
The Fighter,116,Biography; Drama; Sport,Dean DeBlois,Scott Silver; Paul Tamasy,Mark Wahlberg; Christian Bale; Amy Adams,79,7.9,156186,2.50E+07,9.36E+07,R,17-Dec-10
How to Train Your Dragon,98,Animation; Adventure; Comedy,Jon Favreau,William Davies; Dean DeBlois,Jay Baruchel; Gerard Butler; Christopher Mintz-Plasse,74,8.2,209526,1.65E+08,2.18E+08,PG,26-Mar-10
Tangled,100,Animation; Comedy; Family,David Fincher,Dan Fogelman; Jacob Grimm,Mandy Moore; Zachary Levi; Donna Murphy,71,7.8,128311,2.60E+08,2.01E+08,PG,24-Nov-10
Blue Valentine,112,Drama; Romance,Nathan Greno,Derek Cianfrance; Joey Curtis,Ryan Gosling; Michelle Williams; John Doman,81,7.4,80503,1000000,9706328,R,27-Dec-10
Grown Ups,102,Comedy,Lee Unkrich,Adam Sandler; Fred Wolf,Adam Sandler; Salma Hayek; Kevin James,30,5.8,94698,,1.62E+08,PG-13,25-Jun-10
Toy Story 3,103,Animation; Adventure; Comedy,Sylvester Stallone,John Lasseter; Andrew Stanton,Tom Hanks; Tim Allen; Joan Cusack,92,8.5,279651,2.00E+08,4.15E+08,G,18-Jun-10
Harry Potter and the Deathly Hallows: Part 1,146,Adventure; Family; Fantasy,Tim Burton,Steve Kloves; J.K. Rowling,Daniel Radcliffe; Emma Watson; Rupert Grint,65,7.6,187933,&#163;150000000,2.96E+08,PG-13,19-Nov-10
The Other Guys,107,Action; Comedy; Crime,Will Gluck,Adam McKay; Chris Henchy,Will Ferrell; Mark Wahlberg; Derek Jeter,64,6.6,107624,1.00E+08,1.19E+08,PG-13,6-Aug-10
The A-Team,117,Action; Adventure; Thriller,Joseph Kosinski,Joe Carnahan; Brian Bloom,Liam Neeson; Bradley Cooper; Sharlto Copley,47,6.8,136450,1.10E+08,7.72E+07,PG-13,11-Jun-10
Alice in Wonderland,108,Adventure; Family; Fantasy,Derek Cianfrance,Linda Woolverton; Lewis Carroll,Mia Wasikowska; Johnny Depp; Helena Bonham Carter,53,6.5,185523,2.00E+08,3.34E+08,PG,5-Mar-10
TRON: Legacy,125,Action; Adventure; Sci-Fi,Chris Columbus,Edward Kitsis; Adam Horowitz,Jeff Bridges; Garrett Hedlund; Olivia Wilde,49,6.9,171218,1.70E+08,1.72E+08,PG,17-Dec-10
Robin Hood,140,Action; Adventure; Drama,Louis Leterrier,Brian Helgeland; Brian Helgeland,Russell Crowe; Cate Blanchett; Matthew Macfadyen,53,6.7,134630,2.00E+08,1.05E+08,PG-13,14-May-10
The Expendables,103,Action; Adventure; Thriller,David Yates,Dave Callaham; Sylvester Stallone,Sylvester Stallone; Jason Statham; Jet Li,45,6.5,163701,8.00E+07,1.03E+08,R,13-Aug-10
The King's Speech,118,Biography; Drama; History,Ben Affleck,David Seidler,Colin Firth; Geoffrey Rush; Helena Bonham Carter,88,8.1,249109,1.50E+07,1.39E+08,R,24-Dec-10
Winter's Bone,100,Drama,Edgar Wright,Debra Granik; Anne Rosellini,Jennifer Lawrence; John Hawkes; Garret Dillahunt,90,7.3,69241,2000000,6531503,R,17-Sep-10
The Town,125,Crime; Drama; Thriller,Ridley Scott,Peter Craig; Ben Affleck,Ben Affleck; Rebecca Hall; Jon Hamm,74,7.6,174431,3.70E+07,9.22E+07,R,17-Sep-10
Clash of the Titans,106,Action; Adventure; Fantasy,Matt Zemlin,Travis Beacham; Phil Hay,Sam Worthington; Liam Neeson; Ralph Fiennes,39,5.8,147762,1.25E+08,1.63E+08,PG-13,2-Apr-10
Scott Pilgrim vs. the World,112,Action; Comedy; Fantasy,Danny Boyle,Michael Bacall; Edgar Wright,Michael Cera; Mary Elizabeth Winstead; Kieran Culkin,69,7.5,163524,6.00E+07,3.15E+07,PG-13,13-Aug-10
Hot Tub Time Machine,101,Adventure; Comedy; Sci-Fi,David Slade,Josh Heald; Sean Anders,John Cusack; Rob Corddry; Craig Robinson,63,6.4,91670,3.60E+07,5.02E+07,R,26-Mar-10
Love and Other Drugs,112,Comedy; Drama; Romance,Tom Hooper,Charles Randolph; Edward Zwick,Jake Gyllenhaal; Anne Hathaway; Judy Greer,55,6.6,80770,3.00E+07,3.24E+07,R,24-Nov-10
127 Hours,94,Adventure; Biography; Drama,Edward Zwick,Danny Boyle; Simon Beaufoy,James Franco; Amber Tamblyn; Kate Mara,82,7.7,168900,1.80E+07,1.83E+07,R,28-Jan-11
Insidious,103,Horror; Thriller,Ethan Coen,Leigh Whannell,Patrick Wilson; Rose Byrne; Ty Simpkins,52,6.7,83258,1500000,5.40E+07,PG-13,1-Apr-11
Salt,100,Action; Crime; Mystery,Joe Carnahan,Kurt Wimmer,Angelina Jolie; Liev Schreiber; Chiwetel Ejiofor,65,6.4,153428,1.10E+08,1.18E+08,PG-13,23-Jul-10
Machete,105,Action; Thriller,Adam McKay,Robert Rodriguez; lvaro Rodrguez,Danny Trejo; Michelle Rodriguez; Robert De Niro,60,6.8,110616,1.05E+07,2.66E+07,R,3-Sep-10
Megamind,95,Animation; Action; Comedy,Todd Phillips,Alan J. Schoolcraft; Brent Simons,Will Ferrell; Jonah Hill; Brad Pitt,63,7.3,95165,1.30E+08,1.48E+08,PG,5-Nov-10
The Next Three Days,133,Crime; Drama; Romance,James Wan,Paul Haggis; Fred Cavay,Russell Crowe; Elizabeth Banks; Liam Neeson,52,7.3,93866,3.50E+07,2.11E+07,PG-13,19-Nov-10
Due Date,95,Comedy; Drama,Debra Granik,Alan R. Cohen; Alan Freedland,Robert Downey Jr.; Zach Galifianakis; Michelle Monaghan,51,6.5,164910,6.50E+07,1.01E+08,R,5-Nov-10
True Grit,110,Adventure; Drama; Western,Albert Hughes,Joel Coen; Ethan Coen,Jeff Bridges; Matt Damon; Hailee Steinfeld,80,7.8,154532,3.80E+07,1.71E+08,PG-13,22-Dec-10
The Book of Eli,118,Action; Adventure; Drama,Steve Pink,Gary Whitta,Denzel Washington; Mila Kunis; Ray Stevenson,53,6.8,138485,8.00E+07,9.48E+07,R,15-Jan-10
The Twilight Saga: Eclipse,124,Adventure; Drama; Fantasy,Nimrd Antal,Melissa Rosenberg; Stephenie Meyer,Kristen Stewart; Robert Pattinson; Taylor Lautner,58,4.8,122395,6.80E+07,3.01E+08,PG-13,30-Jun-10
"Tomorrow, When the War Began",103,Action; Adventure; War,Mike Newell,John Marsden; Stuart Beattie,Caitlin Stasey; Rachel Hurd-Wood; Lincoln Lewis,54,6.1,17306,AUD 25000000,,R,24-Feb-12
The Last Airbender,103,Action; Adventure; Family,Gareth Edwards,M. Night Shyamalan,Noah Ringer; Nicola Peltz; Jackson Rathbone,20,4.5,72924,1.50E+08,1.32E+08,PG,1-Jul-10
The Kids Are All Right,106,Comedy; Drama,Andy Tennant,Lisa Cholodenko; Stuart Blumberg,Annette Bening; Julianne Moore; Mark Ruffalo,86,7.1,73024,4000000,2.08E+07,R,30-Jul-10
Prince of Persia: The Sands of Time,116,Action; Adventure; Fantasy,Bruno Miotto,Boaz Yakin; Doug Miro,Jake Gyllenhaal; Gemma Arterton; Ben Kingsley,50,6.6,135419,2.00E+08,9.08E+07,PG-13,28-May-10
The Tourist,103,Action; Romance; Thriller,Florian Henckel von Donnersmarck,Florian Henckel von Donnersmarck; Christopher McQuarrie,Johnny Depp; Angelina Jolie; Paul Bettany,37,5.9,102743,1.00E+08,6.76E+07,PG-13,10-Dec-10
Faster,98,Action; Crime; Drama,Ethan Maniquis,Tony Gayton; Joe Gayton,Dwayne Johnson; Billy Bob Thornton; Maggie Grace,44,6.4,53263,2.40E+07,2.32E+07,R,24-Nov-10
Predators,107,Action; Adventure; Sci-Fi,Harald Zwart,Alex Litvak; Michael Finch,Adrien Brody; Laurence Fishburne; Topher Grace,51,6.4,113458,4.00E+07,5.20E+07,R,9-Jul-10
Eat Pray Love,133,Drama; Romance,Denis Villeneuve,Ryan Murphy; Jennifer Salt,Julia Roberts; Javier Bardem; Richard Jenkins,50,5.4,37362,6.00E+07,8.06E+07,PG-13,13-Aug-10
The Karate Kid,140,Action; Drama; Family,Lisa Cholodenko,Christopher Murphey; Robert Mark Kamen,Jackie Chan; Jaden Smith; Taraji P. Henson,61,6.2,70290,,1.77E+08,PG,11-Jun-10
Unstoppable,98,Action; Thriller,Tony Scott,Mark Bomback,Denzel Washington; Chris Pine; Rosario Dawson,69,6.8,91212,1.00E+08,8.16E+07,PG-13,12-Nov-10
Dear John,108,Drama; Romance; War,Jeong-beom Lee,Jamie Linden; Nicholas Sparks,Channing Tatum; Amanda Seyfried; Richard Jenkins,43,6,45632,2.50E+07,8.00E+07,PG-13,5-Feb-10
Burlesque,119,Drama; Musical; Romance,Alexandre Aja,Steve Antin,Cher; Christina Aguilera; Alan Cumming,47,6.2,35646,5.50E+07,3.94E+07,PG-13,24-Nov-10
Resident Evil: Afterlife,97,Action; Adventure; Horror,Greg Berlanti,Paul W.S. Anderson,Milla Jovovich; Ali Larter; Wentworth Miller,37,5.8,88863,6.00E+07,6.01E+07,R,10-Sep-10
She's Out of My League,104,Comedy; Romance,Jim Field Smith,Sean Anders; John Morris,Jay Baruchel; Alice Eve; T.J. Miller,46,6.4,66697,2.00E+07,3.16E+07,R,12-Mar-10
The Chronicles of Narnia: The Voyage of the Dawn Treader,113,Adventure; Family; Fantasy,Nicholas Stoller,Christopher Markus; Stephen McFeely,Ben Barnes; Skandar Keynes; Georgie Henley,53,6.3,57285,1.55E+08,1.04E+08,PG,10-Dec-10
Knight and Day,109,Action; Comedy,John Erick Dowdle,Patrick O'Neill,Tom Cruise; Cameron Diaz; Peter Sarsgaard,46,6.3,91929,1.17E+08,7.64E+07,PG-13,23-Jun-10
Get Him to the Greek,109,Comedy; Music,James Mangold,Nicholas Stoller; Jason Segel,Jonah Hill; Russell Brand; Elisabeth Moss,65,6.4,102763,,6.09E+07,R,4-Jun-10
Date Night,88,Comedy; Crime; Romance,Steve Antin,Josh Klausner,Steve Carell; Tina Fey; Mark Wahlberg,56,6.3,83265,5.50E+07,9.87E+07,PG-13,9-Apr-10
The Way Back,133,Adventure; Drama; History,Shawn Levy,Keith R. Clarke; Slavomir Rawicz,Jim Sturgess; Ed Harris; Colin Farrell,66,7.3,53644,,2701859,PG-13,21-Jan-11
Life as We Know It,114,Comedy; Drama; Romance,Mike Mitchell,Ian Deitchman; Kristin Rusk Robinson,Katherine Heigl; Josh Duhamel; Josh Lucas,39,6.4,49227,3.80E+07,5.34E+07,PG-13,8-Oct-10
Remember Me,113,Drama; Romance,Michael Apted,Will Fetters,Robert Pattinson; Emilie de Ravin; Caitlyn Rund,40,7.1,67023,1.60E+07,1.91E+07,PG-13,12-Mar-10
The Switch,101,Comedy; Drama; Romance,Garry Marshall,Allan Loeb; Jeffrey Eugenides,Jennifer Aniston; Jason Bateman; Patrick Wilson,52,5.9,43150,1.90E+07,2.78E+07,PG-13,20-Aug-10
Incendies,139,Drama; Mystery; War,Ryan Murphy,Valrie Beaugrand-Champagne; Wajdi Mouawad,Lubna Azabal; Mlissa Dsormeaux-Poulin; Maxim Gaudette,82,8.1,29470,,6857096,R,12-Jan-11
Never Let Me Go,103,Drama; Fantasy; Romance,Josh Gordon,Kazuo Ishiguro; Alex Garland,Keira Knightley; Carey Mulligan; Andrew Garfield,69,7.2,63674,1.50E+07,2434652,R,11-Feb-11
It's Kind of a Funny Story,101,Comedy; Drama; Romance,Anna Boden,Anna Boden; Ryan Fleck,Keir Gilchrist; Zach Galifianakis; Emma Roberts,63,7.1,56117,8000000,6350058,PG-13,7-Jan-11
Cop Out,107,Action; Comedy; Crime,George Tillman Jr.,Robb Cullen; Mark Cullen,Bruce Willis; Tracy Morgan; Juan Carlos Hernndez,31,5.6,52701,3.70E+07,4.49E+07,R,26-Feb-10
Valentine's Day,125,Comedy; Romance,Steven R. Monroe,Katherine Fugate; Katherine Fugate,Julia Roberts; Jamie Foxx; Anne Hathaway,34,5.7,59810,5.20E+07,1.10E+08,PG-13,12-Feb-10
Shrek Forever After,93,Animation; Adventure; Comedy,Paul W.S. Anderson,William Steig; Josh Klausner,Mike Myers; Cameron Diaz; Eddie Murphy,58,6.4,77953,1.65E+08,2.38E+08,PG,21-May-10
Devil,80,Horror; Mystery; Thriller,Lasse Hallstrm,Brian Nelson; M. Night Shyamalan,Chris Messina; Caroline Dhavernas; Bokeem Woodbine,44,6.3,66476,1.00E+07,3.36E+07,PG-13,17-Sep-10
Sex and the City 2,146,Comedy; Drama; Romance,Peter Weir,Michael Patrick King; Candace Bushnell,Sarah Jessica Parker; Kim Cattrall; Kristin Davis,27,3.9,38966,1.00E+08,9.53E+07,R,27-May-10
All Good Things,101,Crime; Drama; Mystery,Julie Anne Robinson,Marcus Hinchey; Marc Smerling,Ryan Gosling; Kirsten Dunst; Frank Langella,57,6.3,21647,,578382,R,9-Dec-10
The Sorcerer's Apprentice,109,Action; Adventure; Comedy,Mark Romanek,Lawrence Konner; Mark Rosenthal,Nicolas Cage; Jay Baruchel; Alfred Molina,46,6.1,77714,1.50E+08,6.32E+07,PG,14-Jul-10
The American,105,Crime; Drama; Thriller,Allen Coulter,Rowan Joffe; Martin Booth,George Clooney; Paolo Bonacelli; Violante Placido,61,6.4,55475,2.00E+07,3.56E+07,R,1-Sep-10
Little Fockers,98,Comedy,Andy Fickman,John Hamburg; Larry Stuckey,Ben Stiller; Teri Polo; Robert De Niro,27,5.3,54096,1.00E+08,1.48E+08,PG-13,22-Dec-10
Shelter,112,Horror; Mystery; Thriller,Jon Turteltaub,Michael Cooney,Julianne Moore; Jonathan Rhys Meyers; Jeffrey DeMunn,29,6,14188,2.20E+07,,R,27-Mar-10
Hereafter,129,Drama; Fantasy,Thor Freudenthal,Peter Morgan,Matt Damon; Ccile De France; Bryce Dallas Howard,56,6.5,59490,5.00E+07,3.27E+07,PG-13,22-Oct-10
The Debt,113,Drama; Thriller,Baran bo Odar,Matthew Vaughn; Jane Goldman,Helen Mirren; Sam Worthington; Tom Wilkinson,65,6.8,38243,2.00E+07,3.12E+07,R,31-Aug-11
I Spit on Your Grave,108,Crime; Horror; Thriller,Zack Snyder,Stuart Morse; Meir Zarchi,Sarah Butler; Jeff Branson; Andrew Howard,27,6.3,27634,1500000,92401,R,20-Jan-11
Green Zone,115,Action; Drama; Thriller,Andrew Jarecki,Brian Helgeland; Rajiv Chandrasekaran,Matt Damon; Jason Isaacs; Greg Kinnear,63,6.9,75223,1.00E+08,3.50E+07,R,12-Mar-10
Wall Street: Money Never Sleeps,133,Drama,Stuart Beattie,Allan Loeb; Stephen Schiff,Shia LaBeouf; Michael Douglas; Carey Mulligan,59,6.2,57072,7.00E+07,5.25E+07,PG-13,24-Sep-10
Tucker and Dale vs Evil,89,Comedy; Horror,Eli Craig,Eli Craig; Morgan Jurgenson,Tyler Labine; Alan Tudyk; Katrina Bowden,65,7.6,69756,,222011,R,9-Dec-10
Killers,100,Action; Comedy; Romance,Paul Weitz,Bob DeRosa; Ted Griffin,Katherine Heigl; Ashton Kutcher; Tom Selleck,21,5.2,45847,7.50E+07,4.70E+07,PG-13,4-Jun-10
The Losers,97,Action; Crime; Drama,Colin Strause,Peter Berg; James Vanderbilt,Idris Elba; Zoe Saldana; Jeffrey Dean Morgan,44,6.3,52450,2.50E+07,2.36E+07,PG-13,23-Apr-10
Diary of a Wimpy Kid,94,Comedy; Family,Michael Patrick King,Jackie Filgo; Jeff Filgo,Zachary Gordon; Robert Capron; Rachael Harris,56,6.1,18797,1.50E+07,6.40E+07,PG,19-Mar-10
Let Me In,116,Drama; Horror; Mystery,Clint Eastwood,Matt Reeves; John Ajvide Lindqvist,Kodi Smit-McPhee; Chlo Grace Moretz; Richard Jenkins,79,7.2,54311,,1.21E+07,R,1-Oct-10
Leap Year,100,Comedy; Romance,Matt Reeves,Deborah Kaplan; Harry Elfont,Amy Adams; Matthew Goode; Adam Scott,33,6.2,37486,1.90E+07,12561,PG,8-Jan-10
Piranha,88,Comedy; Horror,Oliver Stone,Pete Goldfinger; Josh Stolberg,Elisabeth Shue; Jerry O'Connell; Richard Dreyfuss,53,5.7,51453,2.40E+07,2.50E+07,R,20-Aug-10
The Bounty Hunter,110,Action; Comedy; Romance,Paul Greengrass,Sarah Thorp,Jennifer Aniston; Gerard Butler; Gio Perez,22,5.3,55703,4.00E+07,6.71E+07,PG-13,19-Mar-10
Monsters,94,Drama; Sci-Fi; Thriller,Jay Roach,Gareth Edwards,Scoot McNairy; Whitney Able; Mario Zuniga Benavides,63,6.4,47868,800000,237301,R,3-Dec-10
Takers,107,Action; Crime; Thriller,Hiromasa Yonebayashi,Peter Allen; Gabriel Casseus,Chris Brown; Hayden Christensen; Matt Dillon,45,6,30716,2.00E+07,5.77E+07,PG-13,27-Aug-10
Flipped,90,Comedy; Drama; Romance,Miguel Sapochnik,Rob Reiner; Andrew Scheinman,Madeline Carroll; Callan McAuliffe; Rebecca De Mornay,45,7.6,26882,1.40E+07,1752214,PG,22-Oct-10
Legend of the Guardians: The Owls of Ga'Hoole,97,Animation; Adventure; Fantasy,Sylvain White,John Orloff; Emil Stern,Jim Sturgess; Hugo Weaving; David Wenham,53,6.9,41331,8.00E+07,5.57E+07,PG,24-Sep-10
Skyline,94,Action; Sci-Fi; Thriller,Pierre Morel,Joshua Cordes; Liam O'Donnell,Eric Balfour; Donald Faison; Scottie Thompson,26,4.4,54141,1.00E+07,2.14E+07,PG-13,12-Nov-10
Das letzte Schweigen,118,Crime; Drama; Thriller,John Madden,Baran bo Odar; Jan Costin Wagner,Ulrich Thomsen; Claudia Michelsen; Wotan Wilke Mhring,72,6.7,1131,&#8364;2300000,45991,,19-Aug-10
